machine	subject	start_time	end_time	stim	block	correct	latency	fluent	learning
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:23.471	2013-12-05 14:06:23.761000	WALKED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:23.771	2013-12-05 14:06:24.021000	INTO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:24.031	2013-12-05 14:06:24.141000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:24.491	2013-12-05 14:06:24.841000	THAT(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:24.851	2013-12-05 14:06:25.341000	THEY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:49.141	2013-12-05 14:06:49.281000	OUR	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:50.571	2013-12-05 14:06:51.231000	HAD	block	1	0.6600	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:06:55.201	2013-12-05 14:06:55.521000	TOO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:13.235	2013-12-05 14:07:13.845000	SO	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:13.915	2013-12-05 14:07:14.275000	I	block	1	0.0700	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:17.155	2013-12-05 14:07:17.525000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:17.535	2013-12-05 14:07:17.675000	TO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:17.685	2013-12-05 14:07:18.255000	PICK	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:18.265	2013-12-05 14:07:18.395000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:18.405	2013-12-05 14:07:18.885000	BAGS	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:18.895	2013-12-05 14:07:19.375000	UP	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:20.195	2013-12-05 14:07:20.445000	AND	block	1	0.8200	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:20.455	2013-12-05 14:07:20.735000	PUT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:20.745	2013-12-05 14:07:21.235000	THEM	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:24.295	2013-12-05 14:07:24.595000	AS	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:24.865	2013-12-05 14:07:25.025000	AS	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:25.035	2013-12-05 14:07:25.315000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:25.325	2013-12-05 14:07:25.665000	HAND	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:29.825	2013-12-05 14:07:29.985000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:29.995	2013-12-05 14:07:30.135000	WAS(4)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:30.695	2013-12-05 14:07:31.195000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:31.285	2013-12-05 14:07:31.465000	A(2)	block	1	0.0900	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:31.475	2013-12-05 14:07:31.985000	RED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:43.785	2013-12-05 14:07:43.995000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:44.005	2013-12-05 14:07:44.165000	WAS(4)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:44.695	2013-12-05 14:07:44.975000	SO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:44.985	2013-12-05 14:07:45.475000	QUICKLY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:45.485	2013-12-05 14:07:45.925000	THAT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:46.485	2013-12-05 14:07:46.975000	WAS(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:46.985	2013-12-05 14:07:47.275000	A(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:53.855	2013-12-05 14:07:54.005000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:54.505	2013-12-05 14:07:54.815000	ON	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:54.825	2013-12-05 14:07:55.095000	WHAT(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:56.065	2013-12-05 14:07:56.385000	TO(3)	block	1	0.3400	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:56.695	2013-12-05 14:07:56.875000	A	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:07:57.555	2013-12-05 14:07:58.195000	BEACH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:01.035	2013-12-05 14:08:01.145000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:01.435	2013-12-05 14:08:01.585000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:01.905	2013-12-05 14:08:02.225000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:02.235	2013-12-05 14:08:02.485000	TO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:02.845	2013-12-05 14:08:03.345000	MYSELF	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:03.355	2013-12-05 14:08:03.795000	UP	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:11.505	2013-12-05 14:08:11.955000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:13.275	2013-12-05 14:08:13.565000	AT	block	1	0.4400	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:13.575	2013-12-05 14:08:13.755000	THE(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:13.765	2013-12-05 14:08:14.375000	STRANGE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:14.805	2013-12-05 14:08:15.145000	OF	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:19.495	2013-12-05 14:08:20.035000	THE(2)	block	1	1.3600	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:37.771	2013-12-05 14:08:38.011000	IT(2)	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:38.021	2013-12-05 14:08:38.361000	FELT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:38.721	2013-12-05 14:08:38.961000	LIKE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:38.971	2013-12-05 14:08:39.441000	POWDERED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:39.451	2013-12-05 14:08:39.791000	SUGAR	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:39.801	2013-12-05 14:08:40.031000	THAN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:40.041	2013-12-05 14:08:40.661000	SAND	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:42.851	2013-12-05 14:08:42.901000	A	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:43.231	2013-12-05 14:08:43.361000	I	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:43.371	2013-12-05 14:08:44.071000	THOUGHT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:46.411	2013-12-05 14:08:46.531000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:50.541	2013-12-05 14:08:50.601000	A	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:51.191	2013-12-05 14:08:51.241000	IN(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:51.251	2013-12-05 14:08:51.441000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:51.451	2013-12-05 14:08:52.041000	MOUTH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:54.011	2013-12-05 14:08:54.141000	IT(2)	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:55.071	2013-12-05 14:08:55.571000	POWDERED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:55.581	2013-12-05 14:08:56.121000	SUGAR	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:58.401	2013-12-05 14:08:58.571000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:58.731	2013-12-05 14:08:58.851000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:59.721	2013-12-05 14:08:59.881000	AND	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:08:59.891	2013-12-05 14:09:00.381000	STOOD	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:00.391	2013-12-05 14:09:00.841000	UP	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:00.851	2013-12-05 14:09:00.981000	TO(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:01.361	2013-12-05 14:09:02.161000	AND	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:16.981	2013-12-05 14:09:17.641000	WASN'T	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:19.181	2013-12-05 14:09:20.391000	CERTAINLY	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:22.151	2013-12-05 14:09:22.271000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:26.321	2013-12-05 14:09:26.541000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:26.551	2013-12-05 14:09:26.981000	WALKED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:26.991	2013-12-05 14:09:27.491000	TOWARDS(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:27.501	2013-12-05 14:09:27.811000	THE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:28.061	2013-12-05 14:09:29.081000	GLITTERING	block	1	0.2500	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:45.458	2013-12-05 14:09:45.628000	THE(2)	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:46.228	2013-12-05 14:09:46.918000	WATER	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:49.188	2013-12-05 14:09:49.488000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:49.498	2013-12-05 14:09:49.958000	WALKED	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:54.538	2013-12-05 14:09:54.728000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:09:55.188	2013-12-05 14:09:55.488000	MANY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:00.608	2013-12-05 14:10:00.728000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:00.738	2013-12-05 14:10:01.448000	WATER'S	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:01.498	2013-12-05 14:10:02.088000	EDGE	block	1	0.0500	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:13.228	2013-12-05 14:10:13.628000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:13.638	2013-12-05 14:10:13.858000	HAD	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:13.868	2013-12-05 14:10:13.948000	A(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:14.928	2013-12-05 14:10:15.068000	OF	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:15.078	2013-12-05 14:10:15.618000	SHELLS	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:15.738	2013-12-05 14:10:16.078000	AT	block	1	0.1200	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:16.088	2013-12-05 14:10:16.598000	HOME	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:16.608	2013-12-05 14:10:16.968000	FROM(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:21.928	2013-12-05 14:10:22.208000	TO(3)	block	1	0.4600	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:22.218	2013-12-05 14:10:22.398000	THE(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:22.408	2013-12-05 14:10:23.108000	BEACH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:23.928	2013-12-05 14:10:24.148000	AND	block	1	0.8200	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:24.158	2013-12-05 14:10:24.328000	I	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:24.338	2013-12-05 14:10:24.758000	QUICKLY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:25.258	2013-12-05 14:10:25.368000	TO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:25.768	2013-12-05 14:10:26.128000	HOME	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:26.138	2013-12-05 14:10:26.268000	A	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:27.038	2013-12-05 14:10:27.718000	SHELLS	block	1	0.3000	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:33.628	2013-12-05 14:10:34.138000	BEACH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:46.478	2013-12-05 14:10:46.598000	THE(2)	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:46.608	2013-12-05 14:10:47.068000	SHELLS	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:47.078	2013-12-05 14:10:47.198000	WERE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:51.198	2013-12-05 14:10:51.538000	SOME	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:51.548	2013-12-05 14:10:51.908000	WERE(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:53.608	2013-12-05 14:10:54.698000	COVERED	block	1	0.0800	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:55.008	2013-12-05 14:10:55.248000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:10:55.738	2013-12-05 14:10:56.458000	SUGAR	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:07.340	2013-12-05 14:11:07.770000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:09.090	2013-12-05 14:11:09.570000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:09.580	2013-12-05 14:11:09.740000	TO(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:10.410	2013-12-05 14:11:10.800000	UP	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:13.510	2013-12-05 14:11:13.780000	IT(2)	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:13.790	2013-12-05 14:11:14.300000	WAS(4)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:15.360	2013-12-05 14:11:15.620000	THAN	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:15.630	2013-12-05 14:11:15.850000	I	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:19.520	2013-12-05 14:11:19.980000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:21.000	2013-12-05 14:11:21.650000	FOR	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:21.740	2013-12-05 14:11:21.920000	A	block	1	0.0900	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:22.790	2013-12-05 14:11:23.050000	BUT	block	1	0.1900	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:23.060	2013-12-05 14:11:23.320000	THEN	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:23.330	2013-12-05 14:11:23.760000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:26.070	2013-12-05 14:11:26.430000	ME	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:28.950	2013-12-05 14:11:29.400000	I	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:29.410	2013-12-05 14:11:30.210000	HAD	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:30.220	2013-12-05 14:11:30.550000	TO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:30.970	2013-12-05 14:11:31.330000	OUT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:31.340	2013-12-05 14:11:31.590000	IF(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:31.600	2013-12-05 14:11:31.680000	THE(3)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:31.690	2013-12-05 14:11:32.510000	SHELL	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:32.800	2013-12-05 14:11:33.190000	WAS(3)	block	1	0.2900	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:34.020	2013-12-05 14:11:34.340000	AS(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:34.350	2013-12-05 14:11:34.410000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:34.420	2013-12-05 14:11:35.000000	SAND	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:35.010	2013-12-05 14:11:35.260000	IN	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:36.010	2013-12-05 14:11:36.130000	IT(2)	block	1	0.1400	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:36.140	2013-12-05 14:11:36.510000	WAS(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:40.210	2013-12-05 14:11:40.640000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:41.200	2013-12-05 14:11:41.350000	AT	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:41.360	2013-12-05 14:11:41.480000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:41.490	2013-12-05 14:11:41.840000	EDGE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:41.850	2013-12-05 14:11:42.150000	OF	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:42.160	2013-12-05 14:11:42.470000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:11:50.290	2013-12-05 14:11:50.990000	SAND	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:02.640	2013-12-05 14:12:02.810000	IT(2)	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:02.820	2013-12-05 14:12:02.980000	WAS	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:02.990	2013-12-05 14:12:03.240000	EVEN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:03.790	2013-12-05 14:12:03.850000	THE(2)	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:06.770	2013-12-05 14:12:06.990000	THE(2)	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:07.570	2013-12-05 14:12:07.780000	OF	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:07.790	2013-12-05 14:12:07.950000	THE(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:07.960	2013-12-05 14:12:08.540000	CHOCOLATE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:08.550	2013-12-05 14:12:08.930000	WAS	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:08.940	2013-12-05 14:12:09.180000	SO	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:09.190	2013-12-05 14:12:09.840000	WONDERFUL	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:09.850	2013-12-05 14:12:10.030000	THAT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:10.040	2013-12-05 14:12:10.270000	I	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:10.640	2013-12-05 14:12:10.770000	THE	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:11.570	2013-12-05 14:12:11.830000	INTO(2)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:11.840	2013-12-05 14:12:12.010000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:12.020	2013-12-05 14:12:12.990000	MOUTH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:14.630	2013-12-05 14:12:14.650000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:14.770	2013-12-05 14:12:15.380000	SUDDENLY	block	1	0.1200	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:15.660	2013-12-05 14:12:16.010000	THAT	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:16.020	2013-12-05 14:12:16.040000	I	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:16.050	2013-12-05 14:12:16.630000	WAS(4)	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:25.600	2013-12-05 14:12:25.780000	I	block	1	\N	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:26.300	2013-12-05 14:12:26.610000	BENT	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:26.620	2013-12-05 14:12:27.040000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:27.050	2013-12-05 14:12:27.220000	AND	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:29.080	2013-12-05 14:12:29.440000	SHELLS	block	1	0.1800	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:29.670	2013-12-05 14:12:29.750000	MY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:29.760	2013-12-05 14:12:30.030000	MOUTH	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:30.360	2013-12-05 14:12:30.580000	I	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:30.590	2013-12-05 14:12:31.140000	WASN'T	block	1	0.0100	2	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:32.010	2013-12-05 14:12:32.710000	HUNGRY	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:35.140	2013-12-05 14:12:35.320000	THEN	block	1	\N	1	1
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:35.330	2013-12-05 14:12:35.540000	I	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:35.550	2013-12-05 14:12:36.230000	SLOWED	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:36.240	2013-12-05 14:12:36.780000	DOWN	block	1	0.0100	2	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:37.640	2013-12-05 14:12:37.820000	AND(2)	block	1	0.8600	1	2
RT11-DEMETER	mis6-7-2005-03-16	2013-12-05 14:12:37.830	2013-12-05 14:12:38.240000	BEGAN	block	1	0.0100	2	2
